X1	X2	X3	X4	X5
-3.157261	-3.149081	-4.454806	-2.870788	-3.930936
-2.474122	-2.971971	-3.857764	-3.026592	-5.006712
-3.436451	-2.564507	-3.065864	-2.245256	-1.620972
-1.428148	0.634311	-0.879106	-2.736982	-1.596015
2.399787	3.571685	1.886612	0.610932	0.238856
2.765954	4.470716	1.139289	1.299685	-0.342759
4.645756	3.792305	1.051225	-1.092924	1.653840
5.788691	4.582854	3.209922	0.643007	-1.059649
2.490160	1.705663	1.987480	1.821977	0.928174
-1.039435	0.617235	2.958399	0.751886	-0.186292
-0.374295	0.040169	1.004880	0.999035	-0.773246
-2.037418	0.538169	1.374023	0.987323	-0.846291
3.032795	3.536134	1.308829	0.295051	-0.242626
3.200445	3.327067	2.087699	0.822419	1.267848
6.122633	5.862968	-0.589867	0.774228	1.063230
5.487759	3.551440	0.578131	0.008878	1.018120
3.440525	2.013483	0.842495	1.481268	0.606219
1.645730	0.758299	1.275425	0.232901	0.257924
-1.060824	-0.492811	1.105222	0.724875	-0.818964
-1.753738	1.755955	0.321387	-2.137209	4.519955
3.080890	4.114898	3.840119	2.244850	5.082980
2.532961	2.526720	4.187320	3.323252	4.708911
6.158974	5.106622	4.626191	3.223299	3.972548
5.056531	5.511806	3.441433	1.881689	4.494290
3.430133	4.494774	3.545945	3.228925	5.327938
4.782679	3.438525	3.020130	0.325506	4.654891
2.527771	4.135464	0.358487	-0.435067	3.359749
-0.675690	1.034990	-2.552882	-0.861793	3.608312
-2.824804	-2.204095	-2.399976	-2.028971	-2.897319
-4.557670	-4.016688	-2.780996	-2.889101	-1.356646
-6.682287	-6.724989	-0.270739	-1.659783	-4.649168
-6.001955	-4.579696	0.724894	1.735786	-1.917885
-3.622972	-3.401007	2.547306	0.954806	1.481103
-3.857639	-3.850020	1.153896	-0.384324	1.385396
-1.807253	-3.839534	0.110466	-0.195501	-0.626005
-1.327115	-2.914048	0.876116	1.836276	0.052099
0.110977	1.717141	3.340048	1.046706	0.599509
-0.450977	2.410334	3.173861	1.775491	-1.296176
-1.125975	1.870133	3.073759	1.230532	0.079146
-2.534018	-2.611761	2.724340	3.106931	2.256974
-1.760003	-4.128045	1.673606	3.382187	5.006209
-2.988531	-3.132619	1.735859	4.074202	5.361650
-4.575700	-2.983280	-0.135502	2.619177	2.668499
-3.591609	-3.752326	-2.721474	2.052413	0.420156
-2.568058	-2.297856	-4.088658	0.628112	-0.997079
-0.142246	-3.389469	-1.718352	0.137774	-2.368805
-3.267171	-3.382062	-2.613855	-1.836100	-5.157323
-1.708932	-1.107833	-2.806867	-2.527108	-6.108030
-1.868630	-2.252981	-4.380385	-2.027950	-5.617928
